Step,WeightDecay,TotalLoss,ContrastiveLoss,ContrastiveAccuracy,ContrastiveEntropy
4590,0.0,11.506007194519043,11.506007194519043,21.72309011220932,5.9524407386779785
4635,0.0,11.607690811157227,11.607690811157227,18.580728769302368,5.942618370056152
4680,0.0,11.63045883178711,11.63045883178711,17.999131977558136,5.9453301429748535
4725,0.0,11.640997886657715,11.640997886657715,17.94704794883728,5.943088054656982
4770,0.0,11.61526870727539,11.61526870727539,18.59809011220932,5.947206497192383
4815,0.0,11.630107879638672,11.630107879638672,18.107639253139496,5.944896221160889
4860,0.0,11.640402793884277,11.640402793884277,18.537326157093048,5.946902751922607
4905,0.0,11.64146900177002,11.64146900177002,18.645833432674408,5.949827671051025
4950,0.0,11.637079238891602,11.637079238891602,18.355034291744232,5.944485187530518
4995,0.0,11.61453628540039,11.61453628540039,19.20572966337204,5.949848175048828
5040,0.0,11.637765884399414,11.637765884399414,18.732638657093048,5.945734977722168
5085,0.0,11.592802047729492,11.592802047729492,19.709201157093048,5.951014995574951
5130,0.0,11.60792064666748,11.60792064666748,19.440104067325592,5.9528422355651855
5175,0.0,11.575926780700684,11.575926780700684,20.52951455116272,5.951383590698242
5220,0.0,11.598112106323242,11.598112106323242,19.674478471279144,5.954509735107422
5265,0.0,11.587462425231934,11.587462425231934,19.735242426395416,5.951426029205322
5310,0.0,11.593840599060059,11.593840599060059,19.869790971279144,5.952829360961914
5355,0.0,11.57422924041748,11.57422924041748,19.887152314186096,5.952640056610107
5400,0.0,11.57602310180664,11.57602310180664,19.756944477558136,5.9553542137146
5445,0.0,11.574787139892578,11.574787139892578,20.09548544883728,5.955600261688232
5490,0.0,11.56457805633545,11.56457805633545,20.55121511220932,5.953086853027344
5535,0.0,11.56391716003418,11.56391716003418,20.83333283662796,5.957348823547363
5580,0.0,11.563350677490234,11.563350677490234,20.668402314186096,5.9538960456848145
5625,0.0,11.553207397460938,11.553207397460938,21.423611044883728,5.9571356773376465
5670,0.0,11.523270606994629,11.523270606994629,22.009548544883728,5.955036640167236
5715,0.0,11.516433715820312,11.516433715820312,22.065971791744232,5.957571029663086
5760,0.0,11.531356811523438,11.531356811523438,21.727430820465088,5.9575371742248535
5805,0.0,11.524552345275879,11.524552345275879,22.0703125,5.958468437194824
5850,0.0,11.512288093566895,11.512288093566895,22.426214814186096,5.95882511138916
5895,0.0,11.539484024047852,11.539484024047852,22.465278208255768,5.956912040710449
5940,0.0,11.541282653808594,11.541282653808594,21.50607705116272,5.957291126251221
5985,0.0,11.529313087463379,11.529313087463379,21.83159738779068,5.955222129821777
6030,0.0,11.527449607849121,11.527449607849121,22.013889253139496,5.959324836730957
6075,0.0,11.513649940490723,11.513649940490723,22.625868022441864,5.959078788757324
6120,0.0,11.47739028930664,11.47739028930664,23.30729216337204,5.960784912109375
6165,0.0,11.49703598022461,11.49703598022461,22.712673246860504,5.957825183868408
6210,0.0,11.485373497009277,11.485373497009277,23.381076753139496,5.963128566741943
6255,0.0,11.47148609161377,11.47148609161377,23.71527850627899,5.961881637573242
6300,0.0,11.486039161682129,11.486039161682129,23.337674140930176,5.960841655731201
6345,0.0,11.47276782989502,11.47276782989502,23.984375596046448,5.962627410888672
6390,0.0,11.483691215515137,11.483691215515137,23.190103471279144,5.960134029388428
6435,0.0,11.46150016784668,11.46150016784668,23.862847685813904,5.961446285247803
6480,0.0,11.483077049255371,11.483077049255371,23.923611640930176,5.960726737976074
6525,0.0,11.453857421875,11.453857421875,23.71961772441864,5.964086055755615
6570,0.0,11.46454906463623,11.46454906463623,24.236111342906952,5.962129592895508
6615,0.0,11.451170921325684,11.451170921325684,24.52256977558136,5.965843200683594
6660,0.0,11.440882682800293,11.440882682800293,24.166665971279144,5.965198993682861
6705,0.0,11.441069602966309,11.441069602966309,24.76128488779068,5.9642510414123535
6750,0.0,11.432389259338379,11.432389259338379,25.234374403953552,5.964375019073486
6795,0.0,11.438399314880371,11.438399314880371,24.78298544883728,5.963747024536133
6840,0.0,11.433265686035156,11.433265686035156,24.592013657093048,5.965381622314453
6885,0.0,11.41019058227539,11.41019058227539,26.3671875,5.964929103851318
6930,0.0,11.41012954711914,11.41012954711914,25.78125,5.966490268707275
6975,0.0,11.418402671813965,11.418402671813965,25.338542461395264,5.96404504776001
7020,0.0,11.410887718200684,11.410887718200684,25.99826455116272,5.966495990753174
7065,0.0,11.401788711547852,11.401788711547852,26.38888955116272,5.964799880981445
7110,0.0,11.393497467041016,11.393497467041016,26.614582538604736,5.968181133270264
7155,0.0,11.39122200012207,11.39122200012207,27.200520038604736,5.967514514923096
7200,0.0,11.387792587280273,11.387792587280273,26.77951455116272,5.967130661010742
7245,0.0,11.380391120910645,11.380391120910645,27.58246660232544,5.970036029815674
7290,0.0,11.371031761169434,11.371031761169434,27.42621600627899,5.969341278076172
7335,0.0,11.358583450317383,11.358583450317383,28.42881977558136,5.969899654388428
7380,0.0,11.344039916992188,11.344039916992188,28.780382871627808,5.970870494842529
7425,0.0,11.342426300048828,11.342426300048828,28.350692987442017,5.97211217880249
7470,0.0,11.323822975158691,11.323822975158691,29.244792461395264,5.976379871368408
7515,0.0,11.33627700805664,11.33627700805664,29.483506083488464,5.978273391723633
7560,0.0,11.315750122070312,11.315750122070312,29.874131083488464,5.978973388671875
7605,0.0,11.330599784851074,11.330599784851074,29.531249403953552,5.977847099304199
7650,0.0,11.320008277893066,11.320008277893066,29.657119512557983,5.976736068725586
7695,0.0,11.325540542602539,11.325540542602539,29.700520634651184,5.979372978210449
7740,0.0,11.306357383728027,11.306357383728027,30.047744512557983,5.980268478393555
7785,0.0,11.278209686279297,11.278209686279297,31.57552182674408,5.981977462768555
7830,0.0,11.285707473754883,11.285707473754883,31.33680522441864,5.982813835144043
7875,0.0,11.28457260131836,11.28457260131836,31.410589814186096,5.981245040893555
7920,0.0,11.283757209777832,11.283757209777832,31.866317987442017,5.9831013679504395
7965,0.0,11.271930694580078,11.271930694580078,32.29600787162781,5.982386112213135
8010,0.0,11.279800415039062,11.279800415039062,32.20486044883728,5.984185695648193
8055,0.0,11.264482498168945,11.264482498168945,32.41753578186035,5.981903553009033
8100,0.0,11.256298065185547,11.256298065185547,33.190104365348816,5.982887268066406
8145,0.0,11.24361801147461,11.24361801147461,33.43749940395355,5.983036518096924
8190,0.0,11.240091323852539,11.240091323852539,34.21874940395355,5.98393440246582
8235,0.0,11.229596138000488,11.229596138000488,34.275174140930176,5.988504886627197
8280,0.0,11.2319917678833,11.2319917678833,34.15798544883728,5.990736961364746
8325,0.0,11.229769706726074,11.229769706726074,34.644097089767456,5.991702556610107
8370,0.0,11.219528198242188,11.219528198242188,35.31250059604645,5.993789196014404
8415,0.0,11.202140808105469,11.202140808105469,36.13715171813965,5.996285438537598
8460,0.0,11.198991775512695,11.198991775512695,35.76822876930237,5.994811534881592
8505,0.0,11.19559097290039,11.19559097290039,36.21961772441864,5.998046875
8550,0.0,11.172754287719727,11.172754287719727,37.057292461395264,5.999317646026611
8595,0.0,11.184248924255371,11.184248924255371,36.488714814186096,6.0000691413879395
8640,0.0,11.183919906616211,11.183919906616211,36.987847089767456,6.001889228820801
8685,0.0,11.155539512634277,11.155539512634277,37.06597089767456,6.001205921173096
8730,0.0,11.159947395324707,11.159947395324707,37.816840410232544,6.004704475402832
8775,0.0,11.164651870727539,11.164651870727539,37.925347685813904,6.005344867706299
8820,0.0,11.155299186706543,11.155299186706543,38.34201395511627,6.004131317138672
8865,0.0,11.145330429077148,11.145330429077148,38.767361640930176,6.005075931549072
8910,0.0,11.145630836486816,11.145630836486816,39.14930522441864,6.007033348083496
8955,0.0,11.124727249145508,11.124727249145508,39.24045264720917,6.0078911781311035
9000,0.0,11.12893295288086,11.12893295288086,39.526909589767456,6.008363246917725
9045,0.0,11.116719245910645,11.116719245910645,40.71180522441864,6.00965690612793
9090,0.0,11.112473487854004,11.112473487854004,40.25607705116272,6.011249542236328
9135,0.0,11.107629776000977,11.107629776000977,40.49913287162781,6.0116963386535645
9180,0.0,11.087932586669922,11.087932586669922,41.762152314186096,6.013245105743408
9225,0.0,11.094337463378906,11.094337463378906,40.742188692092896,6.011523246765137
9270,0.0,11.084051132202148,11.084051132202148,41.67100787162781,6.013442516326904
9315,0.0,11.078282356262207,11.078282356262207,42.19183921813965,6.015103340148926
9360,0.0,11.06345272064209,11.06345272064209,42.27430522441864,6.0156025886535645
9405,0.0,11.05921745300293,11.05921745300293,43.350693583488464,6.016365051269531
9450,0.0,11.058712005615234,11.058712005615234,43.39843690395355,6.017435073852539
9495,0.0,11.06261157989502,11.06261157989502,42.73437559604645,6.016740798950195
9540,0.0,11.053793907165527,11.053793907165527,42.64322817325592,6.017964839935303
9585,0.0,11.051408767700195,11.051408767700195,43.49392354488373,6.018589496612549
9630,0.0,11.045087814331055,11.045087814331055,43.784722685813904,6.020974159240723
9675,0.0,11.036523818969727,11.036523818969727,43.92795264720917,6.0218586921691895
9720,0.0,11.033697128295898,11.033697128295898,44.214409589767456,6.019687175750732
9765,0.0,11.02505111694336,11.02505111694336,44.57031190395355,6.023001670837402
9810,0.0,11.03089427947998,11.03089427947998,44.70052123069763,6.023665904998779
9855,0.0,11.015695571899414,11.015695571899414,44.81770694255829,6.024224758148193
9900,0.0,11.013751983642578,11.013751983642578,45.42100727558136,6.024013996124268
9945,0.0,10.996625900268555,10.996625900268555,46.26302123069763,6.024093151092529
9990,0.0,11.00136661529541,11.00136661529541,45.993924140930176,6.02573299407959
10035,0.0,10.99661636352539,10.99661636352539,46.42795026302338,6.026479721069336
10080,0.0,10.984176635742188,10.984176635742188,46.23263776302338,6.027221202850342
10125,0.0,10.980612754821777,10.980612754821777,46.72309160232544,6.030315399169922
10170,0.0,10.968840599060059,10.968840599060059,47.278645634651184,6.030742645263672
10215,0.0,10.9713716506958,10.9713716506958,47.04861044883728,6.030263900756836
10260,0.0,10.971023559570312,10.971023559570312,46.74913287162781,6.032062530517578
10305,0.0,10.951665878295898,10.951665878295898,48.255208134651184,6.034347057342529
10350,0.0,10.95128059387207,10.95128059387207,47.89496660232544,6.034008026123047
10395,0.0,10.939375877380371,10.939375877380371,48.84548485279083,6.036655902862549
10440,0.0,10.940316200256348,10.940316200256348,48.619791865348816,6.035355091094971
10485,0.0,10.932435035705566,10.932435035705566,49.014756083488464,6.036550045013428
10530,0.0,10.929764747619629,10.929764747619629,49.24045205116272,6.038461685180664
10575,0.0,10.923686027526855,10.923686027526855,49.574652314186096,6.0384087562561035
10620,0.0,10.915923118591309,10.915923118591309,49.78732764720917,6.0395073890686035
10665,0.0,10.904735565185547,10.904735565185547,50.02604126930237,6.040760040283203
10710,0.0,10.914867401123047,10.914867401123047,50.0,6.040543079376221
10755,0.0,10.904010772705078,10.904010772705078,50.57291388511658,6.041847229003906
10800,0.0,10.891775131225586,10.891775131225586,51.06770992279053,6.043058395385742
10845,0.0,10.90585708618164,10.90585708618164,50.76388716697693,6.041952133178711
10890,0.0,10.891345977783203,10.891345977783203,51.506078243255615,6.0439324378967285
10935,0.0,10.885077476501465,10.885077476501465,52.43489742279053,6.045527935028076
10980,0.0,10.88046646118164,10.88046646118164,52.49565839767456,6.045482158660889
11025,0.0,10.876425743103027,10.876425743103027,52.26128697395325,6.046291828155518
11070,0.0,10.866251945495605,10.866251945495605,52.66926884651184,6.045573711395264
11115,0.0,10.867002487182617,10.867002487182617,52.9383659362793,6.046883583068848
11160,0.0,10.858758926391602,10.858758926391602,53.41145992279053,6.048384666442871
11205,0.0,10.856765747070312,10.856765747070312,54.027777910232544,6.048948287963867
11250,0.0,10.847116470336914,10.847116470336914,54.34461832046509,6.049449920654297
11295,0.0,10.847984313964844,10.847984313964844,53.980034589767456,6.0496745109558105
11340,0.0,10.841323852539062,10.841323852539062,54.8828125,6.050995349884033
11385,0.0,10.838682174682617,10.838682174682617,54.374998807907104,6.051106929779053
11430,0.0,10.833962440490723,10.833962440490723,55.4774284362793,6.052526950836182
11475,0.0,10.834517478942871,10.834517478942871,55.151909589767456,6.052043914794922
11520,0.0,10.824581146240234,10.824581146240234,55.08246421813965,6.053818225860596
11565,0.0,10.818827629089355,10.818827629089355,55.720484256744385,6.053543567657471
11610,0.0,10.814327239990234,10.814327239990234,56.150174140930176,6.053997993469238
11655,0.0,10.80950927734375,10.80950927734375,56.03298544883728,6.055265426635742
11700,0.0,10.812994003295898,10.812994003295898,55.73350787162781,6.054192543029785
11745,0.0,10.811492919921875,10.811492919921875,56.03732466697693,6.056133270263672
11790,0.0,10.802489280700684,10.802489280700684,56.57117962837219,6.056280612945557
11835,0.0,10.80238151550293,10.80238151550293,56.94444179534912,6.056691646575928
11880,0.0,10.794598579406738,10.794598579406738,57.06163048744202,6.056783199310303
11925,0.0,10.804065704345703,10.804065704345703,57.13975429534912,6.057307243347168
11970,0.0,10.78388500213623,10.78388500213623,57.24392533302307,6.057934761047363
12015,0.0,10.781403541564941,10.781403541564941,57.4131965637207,6.058045864105225
12060,0.0,10.789587020874023,10.789587020874023,57.42621421813965,6.058583736419678
12105,0.0,10.777365684509277,10.777365684509277,58.146703243255615,6.059035778045654
12150,0.0,10.791293144226074,10.791293144226074,57.53037929534912,6.059903144836426
12195,0.0,10.779650688171387,10.779650688171387,58.07725787162781,6.0595011711120605
12240,0.0,10.766744613647461,10.766744613647461,58.05555582046509,6.059651851654053
12285,0.0,10.772863388061523,10.772863388061523,58.103299140930176,6.059622764587402
12330,0.0,10.773789405822754,10.773789405822754,58.19878578186035,6.060446739196777
12375,0.0,10.768198013305664,10.768198013305664,58.66319537162781,6.060656547546387
12420,0.0,10.757654190063477,10.757654190063477,59.301215410232544,6.060714244842529
12465,0.0,10.763238906860352,10.763238906860352,59.513890743255615,6.06059455871582
12510,0.0,10.75784969329834,10.75784969329834,59.55728888511658,6.061126232147217
12555,0.0,10.75846004486084,10.75846004486084,58.90191197395325,6.061291694641113
12600,0.0,10.75330638885498,10.75330638885498,59.5703125,6.060558319091797
12645,0.0,10.756962776184082,10.756962776184082,59.61805582046509,6.06160831451416
12690,0.0,10.74533462524414,10.74533462524414,59.93489623069763,6.06106424331665
12735,0.0,10.751184463500977,10.751184463500977,59.87847447395325,6.061383247375488
12780,0.0,10.741189002990723,10.741189002990723,59.67881679534912,6.061928749084473
12825,0.0,10.745906829833984,10.745906829833984,60.13020873069763,6.0618462562561035
12870,0.0,10.742472648620605,10.742472648620605,59.765625,6.061611652374268
12915,0.0,10.74117660522461,10.74117660522461,59.98697876930237,6.0624260902404785
12960,0.0,10.741275787353516,10.741275787353516,60.490453243255615,6.062474727630615
13005,0.0,10.73996353149414,10.73996353149414,60.13020873069763,6.062274932861328
13050,0.0,10.741827011108398,10.741827011108398,60.17361283302307,6.062365531921387
13095,0.0,10.738810539245605,10.738810539245605,60.299479961395264,6.062695503234863
13140,0.0,10.73212718963623,10.73212718963623,60.881078243255615,6.062466144561768
13185,0.0,10.737850189208984,10.737850189208984,60.473090410232544,6.062565803527832
13230,0.0,10.733922004699707,10.733922004699707,60.546875,6.062600135803223
13275,0.0,10.740958213806152,10.740958213806152,60.277777910232544,6.062875747680664
13320,0.0,10.741227149963379,10.741227149963379,60.26475429534912,6.062587261199951
13365,0.0,10.731582641601562,10.731582641601562,60.82465052604675,6.06267786026001
13410,0.0,10.734601974487305,10.734601974487305,60.95920205116272,6.0626654624938965
13455,0.0,10.730411529541016,10.730411529541016,60.75955033302307,6.062553405761719
13500,0.0,10.725399017333984,10.725399017333984,60.863715410232544,6.062380790710449
13545,0.0,10.728500366210938,10.728500366210938,60.91145873069763,6.062558174133301
13590,0.0,10.73402214050293,10.73402214050293,60.87239384651184,6.062619209289551
13635,0.0,10.73367691040039,10.73367691040039,60.28211712837219,6.06269645690918
